video_id,date,start,text
k1lsPwMGRhM,20201224,844,for this fucking next level of bullshit to cook all talk to me for the people to be why don't you mind it up on your system i do you don't fuck your little brother deposits in my uh... that wasn't uh... that didn't work
k1lsPwMGRhM,20201224,857,uh... that one didn't really work at all did it yikes never mind oh no uh... anyway or yet okay groomer after wrote uh... this is a good out or good playlists wait hold on to take a picture i don't have to build a gal Gadorian metal singularity right it's not a real
k1lsPwMGRhM,20201224,903,thing right then we would quit the we would just quit this immediately that'd be funny while we do on christmas guys all once you could build a creative for the tenk in the most of the ingots wait how does it create a fluid tank
k1lsPwMGRhM,20201224,927,help you do ingots or wait is that you like infinite of any fluid you need i thought i could just hold it in a fluid you can melt the ingots into fluid oh shit wait what the fuck i'm going to be a shit creative energy keep i already
k1lsPwMGRhM,20201224,943,have infinite energy for my solar panel wireless out of range oh speaking of infinite energy i think i just ran out of energy what the fuck excuse me all because it's fucking raining all the building the uh... creative energy cube
k1lsPwMGRhM,20201224,986,hello what are the lights going out to jesus away the lights would go out actually on and on and on the slams are not connected wait oh my god that is waste all this time putting for the work with why is it a fertilizer
k1lsPwMGRhM,20201224,1006,this one but it is not uh... must not just load it is a modified for the software during the rain uh... i don't like that much uh... he's still in a tower game i have in the background but
k1lsPwMGRhM,20201224,1046,do priorities again minecraft first yet so modified always got the shit all of my uh... but then his mind is not work or but i don't care about the sign is i'll figure this out god damn guys chill what the fuck is going on today
k1lsPwMGRhM,20201224,1068,shit too much holiday spirit take the buzzfeed quiz oh so hey uh... you guys hear about that uh... uh... you guys hear about that stimulus actually means come out of it uh... republicans blocked it gop blocks two thousand other checks is trump leaves covid aid in chaos
k1lsPwMGRhM,20201224,1132,president down trump's sudden demand for two thousand of checks from most americans was swiftly rejected by house republicans on thursday as is haphazard action through a massive covid relief and government funding bill in case wait a second how can house republicans do anything about this we should have a majority in
k1lsPwMGRhM,20201224,1146,the house still right or no wait we had a majority of house because the new session is a it was a unanimous vote voice vote what does that mean they blocked unanimous consent dems asked for unanimous consent they're going for
k1lsPwMGRhM,20201224,1172,unanimous control because they get unanimous consent then they can um... then they don't have to do a vote or whatever they can do it quicker which are doing this is not meeting they just do it on a cushion anything
k1lsPwMGRhM,20201224,1186,basically blocked the faster i gotcha thought i hope this plays out well it's like rhetorically speaking policy did like the most fucking badass shit she could like from a like i want to down she's like let's fucking do it bro here's the bill
k1lsPwMGRhM,20201224,1211,i hope that translates well that like i know that generally like most of related to congress is kind of obscure it's hard to tell like what the fuck is going on or anything like all of that shit is like so i don't even understand how to be told that's the
k1lsPwMGRhM,20201224,1222,i don't understand half the shit and for in terms of how congress and it works right but even my interest in the night and i said it was a very good side i think at this point on ironically so i hope that like her messaging on that was like
k1lsPwMGRhM,20201224,1231,clear enough that even the average person could see like well wait hold on why didn't we get that what's going on here very shifting blame democrats for the fat and the pork in the bill yeah unfortunately but that all of this the trump administration already
k1lsPwMGRhM,20201224,1249,requested this like fuck dude i wanted to be a republican so bad we need to make a parlor account i might actually make a part of the company but i'm worried i'm not going to find a republicans there is just nazis
k1lsPwMGRhM,20201224,1259,like because i can already see like who was that one guy that he sounds is it rob nor whatever who do we debate on one of those shows he sounds well spoken but he's like a conspiracy lunatic nut
k1lsPwMGRhM,20201224,1277,uh... but like i can already hear him like oh like well the republicans you know what why didn't the bill get passed well you know they tried to pass the bill but the democrats wouldn't trim the fat and say well that fat was already there like
k1lsPwMGRhM,20201224,1288,trump already requested that as well as they still want to make changes to it and that's the right thing to do well then why did they approve the first bill with all the fat why is this hard to break this
k1lsPwMGRhM,20201224,1301,no are there structures unbreakable to me is it like protected you dodged the question yesterday steven so we'll ask you again are you a center denier wait how can you predict there's no you can protect blocks what machine do i need to destroy
k1lsPwMGRhM,20201224,1337,you need to break the minor first this thing the controller the conservative substance pretty unhappy it isn't passing yet you can go by anything on a reddit though because that should get some brigade of the motherfucker select okay
k1lsPwMGRhM,20201224,1378,i believe in Santa but never meant it didn't work what's your next full-time stream game after minecraft legends boys shift right click with the environmental tech assembly i don't believe some where shift right you mean control right or shift right
k1lsPwMGRhM,20201224,1406,assembled true multi-block assembly always because he owns it i can't do anything about it are you serious wait so can i grief with this is a crypto capitalist masquerading as a socialist can i just go build shit and i was based they could never destroy it
k1lsPwMGRhM,20201224,1425,this seems so impossibly stupid only works on structures well i was going to play for tonight i was going to use their pieces whatever play for tonight that they never happened i'm just not a builder he says he plays minecraft
k1lsPwMGRhM,20201224,1485,damn dude you guys know what this means is that you guys know do you guys know what this means this means chances in georgia are going up wait a minute power and what do you do did this this article
k1lsPwMGRhM,20201224,1528,i read through like half of this article this morning i think destiny when sono tombs of scoria for two weeks feels bad man why do you think there's probably like arguments to be made that some architecture or some
k1lsPwMGRhM,20201224,1544,that some architecture or some like design aspects maybe favor men like there's probably arguments to be made there for sure but um the people you just log in just a fucking christmas like all my shit we had to do this
k1lsPwMGRhM,20201224,1564,or is this part of the mod pack but that that i don't know like you can start like saying like no phallic shaping things or no phallic shaped things because i think it was like a pretty fundamental shape of like building stuff like
k1lsPwMGRhM,20201224,1589,like in that women in that case like women reinforced the uh... women reinforce the patriarchy by like their arms and legs are phallic did you read the article i read some of it some of it misbehaving untwitches double standard rule first of all that misbehaving
k1lsPwMGRhM,20201224,1604,she is fucking hot okay secondly i can't believe she only got banned for three days holy fuck um... however um fuck i don't know what i was saying there were like there are sections of that article where it's like
k1lsPwMGRhM,20201224,1625,architects even use phallic terminology to describe um... to describe like buildings by calling things like base shaft and tip and it's like really okay okay is going to be a good one of the one i get in a good way to cut it out in his list
k1lsPwMGRhM,20201224,1646,and i'm good i would i i don't have time for two dnd campaigns this george is that is eaten in a so much from my time these past couple weeks i've caught i'm trying not to look at read it on my phone anymore though
k1lsPwMGRhM,20201224,1658,anytime i open my phone to do read it instead i'm like okay hold on i can be doing emails or something more important so that's been saving me some time but uh... what is the best chocolate bar and why is it reese's
k1lsPwMGRhM,20201224,1672,uh... first of all reese's isn't a chocolate bar the dot reese's peanut butter cubs uh... best chocolate bar you know what there's actually one right answer here there are a lot of really good chocolate bars and understand people being upset
k1lsPwMGRhM,20201224,1688,but the one correct answer i can't believe people are saying snickers in chat not even close it's a kick-ap bars easy just easy wafery stuff in chocolate is just too good it's just an it's an op it's an op
k1lsPwMGRhM,20201224,1703,combo it's an op combo some people are typing in twix you know what twix are really good too but kick-ap bars are better kick-ap bars are just so so good and you know the best type of chocolate is i love this chocolate because it's an
k1lsPwMGRhM,20201224,1736,american exclusive it's our own shit europeans don't even get it it's fucking Hershey's chocolate oh my god Hershey's candy bars is so fucking good oh my god my streaming creators done you're getting a computer hopefully soon all your job you want to revolution happens god damn it
k1lsPwMGRhM,20201224,1812,is it distracting me from my minecraft building but when it comes to the kinder job i think i've tried kinders chocolate right i don't know i'm just not a big fan of your ken chocolate it's all very sweet to me
k1lsPwMGRhM,20201224,1822,it ain't chocolate of it ain't made by capri's you use sir playing music or debating ideas fuck ideally i'd want to play music favorite subject in school that's as literature history probably math is probably science how do you describe your personality and quizzes skeptical kangarash at tough
k1lsPwMGRhM,20201224,1845,strong gira deli boys rise up to probably working in small teams wait do i get to manage what is your dream accomplishment top is maybe the canvas for the world it's a little bit for forced egg wait what is this time
k1lsPwMGRhM,20201224,1879,rejoice comrades of the central committee is a chairman ideally driven to social to be a collective farm labor your comrades in the army will be a long surely to score you in your family to a new socialist home
k1lsPwMGRhM,20201224,1889,do they all do they all just go here or who is the test maker by neoliberal project it gives us a very i figured the joke ha ha ha oh shit ok this is too much um okay what was it what were you doing building paper clothing
k1lsPwMGRhM,20201224,1919,oh upgrading this wait not this my minor needs to be tier five um wot are your thoughts on all the global laren l dark laren laren ll l dra l Christ mass to you as well bro bro Han my bro Hanian bro Hanian bro cephal okay
k1lsPwMGRhM,20201224,1971,we're building a tier five minor controller boom boom boom boom build tier wait not up there up here tier five solar array controller tier five why did I even build that tier five wait what was I doing before it was or right or tier
k1lsPwMGRhM,20201224,1993,five why the fuck does this show up the tier two oh probably because of structure size okay oh my god what if I could just build this without any bullshit wait don't have my tier four controller oh yes fucking a
k1lsPwMGRhM,20201224,2024,okay tier five Christmas stream tomorrow or canvassing not canvassing for like a week or two but I'm going to do I will try to stream IRL I guess we travel I would like to I don't want to just take like two weeks off all right
k1lsPwMGRhM,20201224,2047,what do we do Merry Christmas bro play a real game no this is a real game you dumb fuck this song sucks plain dark destiny the message needs to be hammered that Republicans are preventing stimulus and are extremely disorganized yeah no
k1lsPwMGRhM,20201224,2074,sure you need to know they aren't getting their check and maybe another government shutdown instead true okay we need null modifier we've got 12 but we need four more one two three four yes okay 72 structure frame tier five structure
k1lsPwMGRhM,20201224,2096,frame tier five oh my god nether stars fucking around are we sure I need 72 of these 56 what are you gonna play after my craft well next month will probably spend a decent amount of time working through all the
k1lsPwMGRhM,20201224,2116,summer games structure frame tier five 72 I need it 20 no I need 11 no 12 more of these oh my god 13 Jesus fuck what the fuck are Dan and Mr. Mooten everything we're not doing oxygen not included
k1lsPwMGRhM,20201224,2150,I'm here we go and join it listen K-cap Chino you need to take a break okay you're getting too high mighty off of your premium chatter thing all right structure frame watch my kids not goddamn it done go back to Kenchi I don't know what was my viewership while playing it it's hard
k1lsPwMGRhM,20201224,2174,to tell my viewership is what playing this game my viewership is really a lot higher than like talking about shit so I don't know my actual thing is for like just playing the game okay we need 13 more right
k1lsPwMGRhM,20201224,2189,13 nice structure frame tier one okay so we have that structure term to yes structure frame tier three okay nice and easy yeah tier four no problems okay tier five oh no I ran out of nether stars impossible no
k1lsPwMGRhM,20201224,2210,oh okay I hope chat has been good boys and girls this year if not you will be getting shungite in your stocking do you know what shungite is anybody know what shungite is no not suge night you can't go home wait oh my god wait never
k1lsPwMGRhM,20201224,2236,stars are actually crazy expensive to make oh I might I need to grow more of these getting chocolate and wait for combination stuff some nutty bars they're okay they have a weird taste or something just saying why did you give Dan mod he has a known twitch chat hater oh because
k1lsPwMGRhM,20201224,2268,he needed to some very sometimes if I was like late at night I think there were couple times we needed to update the duo command on the bottom something and he couldn't know when was a ride to do it so I gave them a he shouldn't be like
k1lsPwMGRhM,20201224,2283,banding could order them well we'll play kenchi too for sure guys what was your final total up there the charity stream 25k it's pretty said agreement on everything though fucked me I am because I need to raise money for my
k1lsPwMGRhM,20201224,2304,Georgia thing but I feel like greedy as fuck doing it okay this is 72 right same system or am I plug it like later on like a week later so 72 36 structure panel structure panel I need 36 what what's up Danny
k1lsPwMGRhM,20201224,2332,what do you do for Christmas Dan sit here you know how about you doing the same when does this folk knee abusing power I don't know anything about that why did I give you didn't I give you mud I give you a month for some reason and twitch chat
k1lsPwMGRhM,20201224,2359,you asked for it because you need to like update the duo literally done nothing with twitch I'm never it's just so I can do the update when I feel like yeah Dan is a respectable will adjusted adult he would never abuse his power never ever
k1lsPwMGRhM,20201224,2379,you haven't tried these tomorrow Dan who was complaining lemme winks and Ken dolly came together and united against you what what they said it's a Dan the twitch chat hater which is true anything in addition to that does there need to be this item just get fucking
k1lsPwMGRhM,20201224,2403,deleted with a father is sorry what well the thing to me is I believe both those people are anti-Semitic meaning that they are not a fan so because I haven't done anything there at all having been chatted so the fact that they are
k1lsPwMGRhM,20201224,2415,so upset that I'm in their ecosystem at all really tells you all you need to know about that careful then you're treading on the two most popular dgg chat mods right now why is it saying assembled false this is clearly assembled it's not Kaker
k1lsPwMGRhM,20201224,2434,earthy be I are here to find the laser surprised you're still going to Miami after those exposed Miami like that how is the laser fucked up is this like assembled differently or something you oh it's a different it's a different structure be nice those two you making
k1lsPwMGRhM,20201224,2475,a list in you can check it twice more laser car please just make this yes yes yes boom boom is our way to speed this up to speed up the minor I bet I can make different modifiers now yeah there are speed modifiers
k1lsPwMGRhM,20201224,2502,it's called cocaine all cool assembled true all right do multiple modifiers work like additive lee or is it just one does the thing um they add a little bit additive leap of the new stack is it impossible to disassemble somebody else's it's a pretty good meme
k1lsPwMGRhM,20201224,2525,they're also like modifiers to make a return more or precise speed modifier and like modifier was a piezo modifier that makes it work that makes it work in them it makes the solar panel work during rain avoid or with tier five minor use full speed over 60 KRF per tick
k1lsPwMGRhM,20201224,2563,how much am I making right now well none I think this makes about 30 KRF and then I've got a bunch of like batteries that I built to like store the energy and about I don't know I'm reading this had a phone is just going to read
k1lsPwMGRhM,20201224,2603,or the thing is going to read it later okay alright why did I do this what do we need to do I need to build a solar right controller to your six well what else is there to work on basic energy queue
k1lsPwMGRhM,20201224,2633,as a devout catholic I celebrate Christmas as the birth of our savior and Lord Jesus Christ speaking of which did you see the new Kevin spacey video it's not as cool as his previous ones I am oh no Kevin space you've been
k1lsPwMGRhM,20201224,2647,making more videos wait link us let's watch what Christmas you the best chocolate is actually for a rush a that's right Christmas you look this past year listen a lot of people have reached out to me this past year
k1lsPwMGRhM,20201224,2691,and have shared their own struggles and my ability to be there for them has really only been possible because of my own difficulties and while it's been a privilege to offer support I have to say frankly it's also been
k1lsPwMGRhM,20201224,2712,beyond my abilities and it's bigger than me because heartbreakingly so many have talked about things haven't gotten so bad for them that they've contemplated taking their own lives and that's enough for me to want to take an entirely different approach this
k1lsPwMGRhM,20201224,2732,year to acknowledge their pain and say to anyone out there who's struggling or contemplating that idea please please do not take that step if you're standing in a place that you can no longer remain standing if you're suffering if you'd help if you feel guilt or shame
k1lsPwMGRhM,20201224,2753,if you're struggling with your identity you're back up against the wall or if you feel that there is no path for you whatever your situation I promise you there is a path and that at this time during this holiday
k1lsPwMGRhM,20201224,2770,and beyond even if you don't feel it there are people out there who understand and who can help because you are not alone and so I just want to wish everyone a Merry Christmas a great 2021 and say to all those out there who might be suffering
k1lsPwMGRhM,20201224,2789,it gets better it does get better happy holidays every ah we're getting teeth in crystals now that's good every time he releases a video I get upset again that last season house of cards sucked so fucking much yeah yeah really
k1lsPwMGRhM,20201224,2826,you watch the show this is a very good show and would have been really interesting to see how the show ended with with Kevin's base at the helm but alas really yes deep thoughts from like him goes a little better when you have someone who's seen the show and they're like oh yes I
k1lsPwMGRhM,20201224,2846,agree for this reason and that reason really no yeah really really like yep yes yes fucker these things god why so cancers oh no no no super ok ok ok ok ok ok you're watching battle box MTV or discovery channel show
k1lsPwMGRhM,20201224,2904,people made robots and they fought I must have watched like a couple episodes like a long fucking time ago but not like I was like a regular viewer anything yeah yeah that is battle box oh shit the show is good
k1lsPwMGRhM,20201224,2924,Jesus if I crush it I get to iron in one nickel this is too iron this is a weird shit or mad at this three are fuck all that shit this is before we what oh my god what is the ormatic whoa I need a lot of shit to make that work
k1lsPwMGRhM,20201224,2951,fuck no definitely not making that shit any streamers confirm participants on let's check pretty sure I'm approaching the final list on this I'm really important is going to be there Bastia is going to be there a relevant Dylan pretty sure is going to be there
k1lsPwMGRhM,20201224,2986,like in in book smarts those are the six that are probably going to be there I don't think I was going to be there I think you may get what this is an enriching is a crushing crushing factory clean pixie I messaged pixie she hasn't spun
k1lsPwMGRhM,20201224,3035,pixie goes like she needs like a month sometimes like like peach like we sometimes they just have to take a month off the internet I don't know if she's on one of those faces right now like maybe not okay I think she's with
k1lsPwMGRhM,20201224,3052,family when we were getting in that twitter fight the other day she said she does have voice comms for a while oh yeah maybe okay let's crushing factory okay so we need an export bus and import bus the crusher two exports into imports we should just make two and two
k1lsPwMGRhM,20201224,3091,need a milk peach getting full you know that's a good you know that's a real thing you have to milk pregnant women or they like her yes I didn't know that until when Rachel got pregnant like you have to like
k1lsPwMGRhM,20201224,3104,constantly like that's why they do that that the pumps and shit you don't milk constantly it like it gets orange you know what is the milking mean though like when you say I'm milking is it like when you
k1lsPwMGRhM,20201224,3116,milk a person for attention when they reply to you where's the import bus well i'm putting it so long time ago in a patsisco some guy like died in front of me and he screamed like help me and then that evolved to like kill me sometimes I kill me and then sometimes
k1lsPwMGRhM,20201224,3133,like I don't know like milk me that's the other thing that's where the main came from got it export if I needed milking would you milk me maybe someday ok capacity and acceleration cards capacity acceleration yes I think I want to think out as well right we've got to on the
k1lsPwMGRhM,20201224,3182,that's in the import one two explore one make a capacity card many people general banning yesterday oh what happened yesterday I feel somewhat responsible would you do dust you're gonna get a new twitter account from a couple months from a move
k1lsPwMGRhM,20201224,3224,so I like a fresh IP I just I brought the video to him and that's what sparked the whole thing what was the take is the dumb fuck philosophy to video I bet that was really good why is this not importing
k1lsPwMGRhM,20201224,3250,how many channels does one glass cable have I don't think I need to actually specify the import bus was important what the fuck uh... transport wait no one oh fuck transporter strict input off side config are you do have to do inputs outputs
k1lsPwMGRhM,20201224,3290,wait but I did have to do input on this tonight no I didn't all all it's also the internet nevermind i did have to go and the phone you be good change my mind and there we go seen an antenna wall street that's me
k1lsPwMGRhM,20201224,3327,god for the new year is we're gonna find a new program site synergy did holy shit are there we go this is working splendidly okay cool so a crushing factory is flashing hot feels here to be how it feels to be here while trying to make money thank
k1lsPwMGRhM,20201224,3371,everybody for a phenomenal back market good ok but You know so much, why don't you tell me why I should keep driving? That's for you to figure out. I just hope when you do, that I'm there to see it.
k1lsPwMGRhM,20201224,3445,When I watch you do some of the things you do, I just take my breath away. Remember that night we sat together with old Ben Burns and stood at night, something just clicked. I'm going to be a little bit nervous.
k1lsPwMGRhM,20201224,3478,Racing hasn't changed and it never will. I don't know how to move. It doesn't matter if racing never changes. What matters is if we let racing change us. I hope so. I hope so. When I'm in a T-180, I don't know.
k1lsPwMGRhM,20201224,3499,Everything just makes sense. No hesitation, nothing phases it. No one seems hateful of stopping it. These are a mission. With a quarter left to go, speed racer is back. Two cars between Hamland Destiny. Here we go again. I'm going to be a little bit nervous.
k1lsPwMGRhM,20201224,3543,I'm a fucking idiot. What's happening in this movie? I'm going to be a little bit nervous. What's happening in this movie? How many people with epilepsy die from watching the movie? I'm not sure. I'm not sure. I'm not sure.
k1lsPwMGRhM,20201224,3616,Does anybody remember? It was there an animated Hot Wheels movie? That was very similar. I'm sure the animated Hot Wheels movie. I watched the animated Barbie movie as well. I think considering that I was a kid, I watched it over and over again.
k1lsPwMGRhM,20201224,3638,That movie might be my most watched movie of all time. Love you, buddy. Also, cat made costume when? Hopefully January. Well, not a costume. It's a V-Tuber thing. I'm not sure. There's no way to copy the fucking side.
k1lsPwMGRhM,20201224,3714,I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. Okay. Linus collab with Electro Boom. You can know the fuck! Wow, we... You can know the fuck! Imagine being Dan and not being in here right now.
k1lsPwMGRhM,20201224,3782,I'm not sure. Dan doing Dan things? Disgusting, Dan. Dirty Daniel. I'm sorry. I was just having fun with the chat. Having fun bathing in the chatters into death? I was just asking a question. I don't get it though.
k1lsPwMGRhM,20201224,3809,Why was YouTube banned? Oh, okay. That seems like a relatively reasonable and normal way for a company to operate. Well, I mean, as opposed to Twitch that will just like, permaben you, if they get... Exactly. No, I was being completely serious.
k1lsPwMGRhM,20201224,3830,YouTube seems to have one of the best solutions to all of this that doesn't fuck your life up. I know it's a fucking boring topic, but I don't see why Twitch can't reach out to people, be specific, and handle things that way instead of just suspending accounts left and right.
k1lsPwMGRhM,20201224,3851,Because they're incompetent. They could. There's no reason why they couldn't. They just don't have the teams forward or don't know. Well, okay. Okay. A lot of people don't understand this. Let's talk about like, I'm going to give a very rough macro level of how companies work.
k1lsPwMGRhM,20201224,3875,Okay. Okay. Let's say that you're like a really big company, and let's say that you have one million dollars to spend. Okay, we have all this money. Okay. Oh, actually, this would be a good spreadsheet. No, until I do a spreadsheet. No, I should learn how to do the spreadsheets. Yeah, let's do it.
k1lsPwMGRhM,20201224,3900,All right. Let's say that we have a million dollars to spend as a company. Okay. Okay. There are certain things that we could spend our money on. So, let's think of some. Okay. So, let's say we have a budget for like micro transactions.
k1lsPwMGRhM,20201224,3942,Okay. So, like this could be like making skins, essentially, whatever. Let's say that we have like new features. Okay. So, this might be like new add-ons to the game. It might be new levels. It might be new. Weapon systems or something like that. Okay.
k1lsPwMGRhM,20201224,3967,And then let's say that we have stuff like bug fixing. Or bug fixing might be like, you know, fixing basic bugs, it causes a screen of freeze or something like that. And then let's say at the bottom we have something like
k1lsPwMGRhM,20201224,3987,I'll do like tier one talent. Do you know how many people those stream managers have under them? How many like? Yeah. How many partners they each manage? Because I don't have 100s. Okay. Yeah. It's pretty, pretty bad. Let's say that for every dollar that we spend on, is it some equals?
k1lsPwMGRhM,20201224,4036,Wait, how do you type in formulas? Or it's equals some. What if I want to multiply? Is there? It's the asterisk. So it's equals then the cell, then the asterisk and then whatever you want to go after that.
k1lsPwMGRhM,20201224,4066,Does this work? So I would have 10 with this. Give me 15. Wait, hold on. Give me one second. Hold on. Hold on. Alright, we must. Check the halls with the halls of Stephen. Sub to e-girls by them presents.
k1lsPwMGRhM,20201224,4147,Blah blah blah blah blah blah blah blah blah. You can all fuck. Blah blah blah blah blah blah blah. You think Stephen started this analogy and then he was like, you know what? I don't know where I was going to go with this. And so he just kind of dipped out for another two hours and then he's going to come back and completely not touch it.
k1lsPwMGRhM,20201224,4229,That's impossible. That's the guitar. I can't figure that one out. That's it. I can sing it guys the new one I just learned, but I'm not good at it. I've only heard this only 10 times. Blah blah blah blah blah.
k1lsPwMGRhM,20201224,4332,You can all of me, something girl. Are you happy in this modern world? Oh do you need more? Here's something that you're searching for. I'm falling for the fucker. Oh good times I find myself longing. Before change. In the bad times I fear myself.
k1lsPwMGRhM,20201224,4370,Tell me something boy. Aren't you tired trying to feel that boy? I think memes. Oh do you need more? Ain't it hard keeping so hard co? I'm falling. Who is wrong? I'm falling. No good time to find myself longing.
k1lsPwMGRhM,20201224,4402,Before change. In the bad times I fear myself. I'm on the deep end, watching as I dive in. I'll never meet the ground. Rest of the surface where they can't hurt us. Whip off in the shallow now. I don't know that song at all.
k1lsPwMGRhM,20201224,4436,It must be your skin, as I'm sinking in. It must be for real, cause now I can feel. And not in my eyes. I'm falling. I'm falling. I'm falling. I'm falling. I'm falling. Now I can feel. And not in mine, it's not my kind, it's not my time.
k1lsPwMGRhM,20201224,4472,To wonder why everything's gone great. Now you're here, but now you're away. I don't want to miss. Remember who that. I'll never forget where you'll wrap. I wonder how much of these songs I can play before DMCA kicks in.
k1lsPwMGRhM,20201224,4495,Also, damn, that's not how I did it. True. Let's see. That's the secret. I can actually like a Grammy nominated singer. I just keep it bad so that Stephen doesn't get married. I don't like that. I don't have the voice for any radio.
k1lsPwMGRhM,20201224,4572,I don't have a voice for any song, but I especially don't have a voice for any radio head song. I don't have a voice for any song. I don't have a voice for any song. I don't have a voice for any song.
k1lsPwMGRhM,20201224,4656,I don't have a voice for any song. I don't have a voice for any song. Is it fair to ask a socialist to single-handed cover all eventualities in a replacement model for capitalism? When capitalism, today, has been the combined effort of every human intellect for, at least, the last 300 years.
k1lsPwMGRhM,20201224,4732,Bonus me, woo, woo, woo, woo, woo. I'm going to finally sing. This is a song I've known for a long time, but I just learned how to play it. Whether or not it's going to be good, I don't know.
k1lsPwMGRhM,20201224,4787,I'm not sure I'm blind. Miss Jones taught me English, but I think I just shot her son. Pull it in the chest you cannot run. I love you. I just played guitar until you came back. I assume you're going with this, where you're going with this spreadsheet is that they didn't invest a lot into this early on.
k1lsPwMGRhM,20201224,4860,I don't know. I know that there isn't a lot of monetary return on investing in that part of the system. I'm not sure I'm going to be able to do that. I'm not sure I'm going to be able to do that.
k1lsPwMGRhM,20201224,4913,I'm not sure I'm going to be able to do that. I'm not sure I'm going to be able to do that. I'm not sure I'm going to be able to do that. I'm not sure I'm going to be able to do that.
k1lsPwMGRhM,20201224,4983,Let's say I can dump dollars into microtransactions. Let's say I put $100,000 into dev hours for microtransactions. I can invest $100,000 into new features. I can invest $100,000 into bug fixing or I can invest $100,000 into community management.
k1lsPwMGRhM,20201224,5041,If I look at microtransactions are a very low cost thing. I can get a ton of money. I can get a ton of money. I can get a ton of money. Let's say I can invest in new features.
k1lsPwMGRhM,20201224,5110,New features can make a decent amount of money but those require a much bigger investment. We can also fix bugs. Fixing a bug isn't going to make us much money at all unless the bug is super fucking important.
